League,Date,Get,Pay,Value,Confidence,Patch,Hardcore,Standard
Standard,2022-11-30,Chaos Orb,Portal Scroll,240.0,Low,3.19,No,Yes
Standard,2022-12-01,Chaos Orb,Portal Scroll,240.0,Low,3.19,No,Yes
Standard,2022-12-02,Chaos Orb,Portal Scroll,240.0,Low,3.19,No,Yes
Standard,2022-12-03,Chaos Orb,Portal Scroll,240.0,Low,3.19,No,Yes
Standard,2022-12-04,Chaos Orb,Portal Scroll,240.0,Low,3.19,No,Yes
Standard,2022-12-05,Chaos Orb,Portal Scroll,240.0,Low,3.19,No,Yes
Standard,2022-08-19,Chaos Orb,Scroll of Wisdom,800.0,Low,3.19,No,Yes
Standard,2022-08-20,Chaos Orb,Scroll of Wisdom,800.0,Low,3.19,No,Yes
Standard,2022-08-21,Chaos Orb,Scroll of Wisdom,800.0,Low,3.19,No,Yes
Standard,2022-08-23,Chaos Orb,Scroll of Wisdom,725.855,Low,3.19,No,Yes
Standard,2022-08-24,Chaos Orb,Scroll of Wisdom,342.715,Low,3.19,No,Yes
Standard,2022-08-25,Chaos Orb,Scroll of Wisdom,342.715,Low,3.19,No,Yes
Standard,2022-08-26,Chaos Orb,Scroll of Wisdom,342.715,Low,3.19,No,Yes
Standard,2022-08-27,Chaos Orb,Scroll of Wisdom,285.715,Low,3.19,No,Yes
Standard,2022-08-28,Chaos Orb,Scroll of Wisdom,285.715,Low,3.19,No,Yes
Standard,2022-08-29,Chaos Orb,Scroll of Wisdom,285.715,Low,3.19,No,Yes
Standard,2022-08-30,Chaos Orb,Scroll of Wisdom,285.715,Low,3.19,No,Yes
Standard,2022-08-31,Chaos Orb,Scroll of Wisdom,1020.0,Low,3.19,No,Yes
Standard,2022-09-01,Chaos Orb,Scroll of Wisdom,1000.0,Low,3.19,No,Yes
Standard,2022-09-02,Chaos Orb,Scroll of Wisdom,1000.0,Low,3.19,No,Yes
Standard,2022-11-23,Chaos Orb,Scroll of Wisdom,2000.0,Low,3.19,No,Yes
Standard,2022-11-24,Chaos Orb,Scroll of Wisdom,2000.0,Low,3.19,No,Yes
Standard,2022-11-25,Chaos Orb,Scroll of Wisdom,2000.0,Low,3.19,No,Yes
Standard,2022-11-26,Chaos Orb,Scroll of Wisdom,2000.0,Low,3.19,No,Yes
Standard,2022-11-27,Chaos Orb,Scroll of Wisdom,2000.0,Low,3.19,No,Yes
Standard,2022-11-28,Chaos Orb,Scroll of Wisdom,2000.0,Low,3.19,No,Yes
Standard,2022-11-29,Chaos Orb,Scroll of Wisdom,2000.0,Low,3.19,No,Yes
Standard,2022-12-04,Chaos Orb,Scroll of Wisdom,30000.0,Low,3.19,No,Yes
Standard,2022-12-05,Chaos Orb,Scroll of Wisdom,30000.0,Low,3.19,No,Yes
Standard,2022-12-06,Chaos Orb,Scroll of Wisdom,30000.0,Low,3.19,No,Yes
Standard,2022-08-19,Stacked Deck,Chaos Orb,2.0,High,3.19,No,Yes
Standard,2022-08-20,Stacked Deck,Chaos Orb,2.55208,High,3.19,No,Yes
Standard,2022-08-21,Stacked Deck,Chaos Orb,2.0,High,3.19,No,Yes
Standard,2022-08-22,Stacked Deck,Chaos Orb,2.0,High,3.19,No,Yes
Standard,2022-08-23,Stacked Deck,Chaos Orb,2.0,High,3.19,No,Yes
Standard,2022-08-24,Stacked Deck,Chaos Orb,2.0,High,3.19,No,Yes
Standard,2022-08-25,Stacked Deck,Chaos Orb,2.92643,High,3.19,No,Yes
Standard,2022-08-26,Stacked Deck,Chaos Orb,2.0,High,3.19,No,Yes
Standard,2022-08-27,Stacked Deck,Chaos Orb,2.0,High,3.19,No,Yes
Standard,2022-08-28,Stacked Deck,Chaos Orb,2.0,High,3.19,No,Yes
Standard,2022-08-29,Stacked Deck,Chaos Orb,2.0,High,3.19,No,Yes
Standard,2022-08-30,Stacked Deck,Chaos Orb,2.0,High,3.19,No,Yes
Standard,2022-08-31,Stacked Deck,Chaos Orb,2.0,High,3.19,No,Yes
Standard,2022-09-01,Stacked Deck,Chaos Orb,1.5787,High,3.19,No,Yes
Standard,2022-09-02,Stacked Deck,Chaos Orb,2.0,High,3.19,No,Yes
Standard,2022-09-03,Stacked Deck,Chaos Orb,2.0,High,3.19,No,Yes
Standard,2022-09-04,Stacked Deck,Chaos Orb,2.0,High,3.19,No,Yes
Standard,2022-09-05,Stacked Deck,Chaos Orb,1.81938,High,3.19,No,Yes
Standard,2022-09-06,Stacked Deck,Chaos Orb,1.62563,High,3.19,No,Yes
Standard,2022-09-07,Stacked Deck,Chaos Orb,2.0,High,3.19,No,Yes
Standard,2022-09-08,Stacked Deck,Chaos Orb,2.0,High,3.19,No,Yes
Standard,2022-09-09,Stacked Deck,Chaos Orb,2.63386,High,3.19,No,Yes
Standard,2022-09-10,Stacked Deck,Chaos Orb,2.63236,High,3.19,No,Yes
Standard,2022-09-11,Stacked Deck,Chaos Orb,2.65372,High,3.19,No,Yes
Standard,2022-09-12,Stacked Deck,Chaos Orb,2.62961,High,3.19,No,Yes
Standard,2022-09-13,Stacked Deck,Chaos Orb,2.6029,High,3.19,No,Yes
Standard,2022-09-14,Stacked Deck,Chaos Orb,2.58339,High,3.19,No,Yes
Standard,2022-09-15,Stacked Deck,Chaos Orb,2.61637,High,3.19,No,Yes
Standard,2022-09-16,Stacked Deck,Chaos Orb,2.60437,High,3.19,No,Yes
Standard,2022-09-17,Stacked Deck,Chaos Orb,2.58679,High,3.19,No,Yes
Standard,2022-09-18,Stacked Deck,Chaos Orb,2.54697,High,3.19,No,Yes
Standard,2022-09-19,Stacked Deck,Chaos Orb,2.56857,High,3.19,No,Yes
Standard,2022-09-20,Stacked Deck,Chaos Orb,2.55682,High,3.19,No,Yes
Standard,2022-09-21,Stacked Deck,Chaos Orb,2.57493,High,3.19,No,Yes
Standard,2022-09-22,Stacked Deck,Chaos Orb,2.54947,High,3.19,No,Yes
Standard,2022-09-23,Stacked Deck,Chaos Orb,2.53182,High,3.19,No,Yes
Standard,2022-09-24,Stacked Deck,Chaos Orb,2.53198,High,3.19,No,Yes
Standard,2022-09-25,Stacked Deck,Chaos Orb,2.50974,High,3.19,No,Yes
Standard,2022-09-26,Stacked Deck,Chaos Orb,2.55476,High,3.19,No,Yes
Standard,2022-09-27,Stacked Deck,Chaos Orb,2.54821,High,3.19,No,Yes
Standard,2022-09-28,Stacked Deck,Chaos Orb,2.50477,High,3.19,No,Yes
Standard,2022-09-29,Stacked Deck,Chaos Orb,2.39837,High,3.19,No,Yes
Standard,2022-09-30,Stacked Deck,Chaos Orb,2.49838,High,3.19,No,Yes
Standard,2022-10-01,Stacked Deck,Chaos Orb,2.3839,High,3.19,No,Yes
Standard,2022-10-02,Stacked Deck,Chaos Orb,2.3839,High,3.19,No,Yes
Standard,2022-10-03,Stacked Deck,Chaos Orb,2.40348,High,3.19,No,Yes
Standard,2022-10-04,Stacked Deck,Chaos Orb,2.3839,High,3.19,No,Yes
Standard,2022-10-05,Stacked Deck,Chaos Orb,2.38301,High,3.19,No,Yes
Standard,2022-10-06,Stacked Deck,Chaos Orb,2.38194,High,3.19,No,Yes
Standard,2022-10-07,Stacked Deck,Chaos Orb,2.38219,High,3.19,No,Yes
Standard,2022-10-08,Stacked Deck,Chaos Orb,2.37905,High,3.19,No,Yes
Standard,2022-10-09,Stacked Deck,Chaos Orb,2.3839,High,3.19,No,Yes
Standard,2022-10-10,Stacked Deck,Chaos Orb,2.36948,High,3.19,No,Yes
Standard,2022-10-11,Stacked Deck,Chaos Orb,2.38102,High,3.19,No,Yes
Standard,2022-10-12,Stacked Deck,Chaos Orb,2.37194,High,3.19,No,Yes
Standard,2022-10-13,Stacked Deck,Chaos Orb,2.38139,High,3.19,No,Yes
Standard,2022-10-14,Stacked Deck,Chaos Orb,2.38022,High,3.19,No,Yes
Standard,2022-10-15,Stacked Deck,Chaos Orb,2.38181,High,3.19,No,Yes
Standard,2022-10-16,Stacked Deck,Chaos Orb,2.3839,High,3.19,No,Yes
Standard,2022-10-17,Stacked Deck,Chaos Orb,2.38031,High,3.19,No,Yes
Standard,2022-10-18,Stacked Deck,Chaos Orb,2.37091,High,3.19,No,Yes
Standard,2022-10-19,Stacked Deck,Chaos Orb,2.36211,High,3.19,No,Yes
Standard,2022-10-20,Stacked Deck,Chaos Orb,2.36406,High,3.19,No,Yes
Standard,2022-10-21,Stacked Deck,Chaos Orb,2.36163,High,3.19,No,Yes
Standard,2022-10-22,Stacked Deck,Chaos Orb,2.36852,High,3.19,No,Yes
Standard,2022-10-23,Stacked Deck,Chaos Orb,2.36722,High,3.19,No,Yes
Standard,2022-10-24,Stacked Deck,Chaos Orb,2.32937,High,3.19,No,Yes
Standard,2022-10-25,Stacked Deck,Chaos Orb,2.37659,High,3.19,No,Yes
Standard,2022-10-26,Stacked Deck,Chaos Orb,2.36852,High,3.19,No,Yes
Standard,2022-10-27,Stacked Deck,Chaos Orb,2.37204,High,3.19,No,Yes
Standard,2022-10-28,Stacked Deck,Chaos Orb,2.36852,High,3.19,No,Yes
Standard,2022-10-29,Stacked Deck,Chaos Orb,2.35656,High,3.19,No,Yes
Standard,2022-10-30,Stacked Deck,Chaos Orb,2.37931,High,3.19,No,Yes
Standard,2022-10-31,Stacked Deck,Chaos Orb,2.36248,High,3.19,No,Yes
Standard,2022-11-01,Stacked Deck,Chaos Orb,2.34651,High,3.19,No,Yes
Standard,2022-11-02,Stacked Deck,Chaos Orb,2.39671,High,3.19,No,Yes
Standard,2022-11-03,Stacked Deck,Chaos Orb,2.36456,High,3.19,No,Yes
Standard,2022-11-04,Stacked Deck,Chaos Orb,2.3666,High,3.19,No,Yes
Standard,2022-11-05,Stacked Deck,Chaos Orb,2.36852,High,3.19,No,Yes
Standard,2022-11-06,Stacked Deck,Chaos Orb,2.37691,High,3.19,No,Yes
Standard,2022-11-07,Stacked Deck,Chaos Orb,2.3839,High,3.19,No,Yes
Standard,2022-11-08,Stacked Deck,Chaos Orb,2.38362,High,3.19,No,Yes
Standard,2022-11-09,Stacked Deck,Chaos Orb,2.37615,High,3.19,No,Yes
Standard,2022-11-10,Stacked Deck,Chaos Orb,2.38054,High,3.19,No,Yes
Standard,2022-11-11,Stacked Deck,Chaos Orb,2.42956,High,3.19,No,Yes
Standard,2022-11-12,Stacked Deck,Chaos Orb,2.41272,High,3.19,No,Yes
Standard,2022-11-13,Stacked Deck,Chaos Orb,2.425,High,3.19,No,Yes
Standard,2022-11-14,Stacked Deck,Chaos Orb,2.42719,High,3.19,No,Yes
Standard,2022-11-15,Stacked Deck,Chaos Orb,2.3691,High,3.19,No,Yes
Standard,2022-11-16,Stacked Deck,Chaos Orb,2.41597,High,3.19,No,Yes
Standard,2022-11-17,Stacked Deck,Chaos Orb,2.3836,High,3.19,No,Yes
Standard,2022-11-18,Stacked Deck,Chaos Orb,2.3839,High,3.19,No,Yes
Standard,2022-11-19,Stacked Deck,Chaos Orb,2.38102,High,3.19,No,Yes
Standard,2022-11-20,Stacked Deck,Chaos Orb,2.3839,High,3.19,No,Yes
Standard,2022-11-21,Stacked Deck,Chaos Orb,2.3839,High,3.19,No,Yes
Standard,2022-11-22,Stacked Deck,Chaos Orb,2.40368,High,3.19,No,Yes
Standard,2022-11-23,Stacked Deck,Chaos Orb,2.4021,High,3.19,No,Yes
Standard,2022-11-24,Stacked Deck,Chaos Orb,2.3839,High,3.19,No,Yes
Standard,2022-11-25,Stacked Deck,Chaos Orb,2.37708,High,3.19,No,Yes
Standard,2022-11-26,Stacked Deck,Chaos Orb,2.3816,High,3.19,No,Yes
Standard,2022-11-27,Stacked Deck,Chaos Orb,2.40929,High,3.19,No,Yes
Standard,2022-11-28,Stacked Deck,Chaos Orb,2.40376,High,3.19,No,Yes
Standard,2022-11-29,Stacked Deck,Chaos Orb,2.40598,High,3.19,No,Yes
Standard,2022-11-30,Stacked Deck,Chaos Orb,2.42432,High,3.19,No,Yes
Standard,2022-12-01,Stacked Deck,Chaos Orb,2.42733,High,3.19,No,Yes
Standard,2022-12-02,Stacked Deck,Chaos Orb,2.46938,High,3.19,No,Yes
Standard,2022-12-03,Stacked Deck,Chaos Orb,2.4385,High,3.19,No,Yes
Standard,2022-12-04,Stacked Deck,Chaos Orb,2.44367,High,3.19,No,Yes
Standard,2022-12-05,Stacked Deck,Chaos Orb,2.43778,High,3.19,No,Yes
Standard,2022-12-06,Stacked Deck,Chaos Orb,2.45874,High,3.19,No,Yes
Standard,2022-08-19,Awakened Sextant,Chaos Orb,1.13282,High,3.19,No,Yes
Standard,2022-08-20,Awakened Sextant,Chaos Orb,2.10852,High,3.19,No,Yes
Standard,2022-08-21,Awakened Sextant,Chaos Orb,1.48699,High,3.19,No,Yes
Standard,2022-08-22,Awakened Sextant,Chaos Orb,1.95751,High,3.19,No,Yes
Standard,2022-08-23,Awakened Sextant,Chaos Orb,0.88346,High,3.19,No,Yes
Standard,2022-08-24,Awakened Sextant,Chaos Orb,0.99905,High,3.19,No,Yes
Standard,2022-08-25,Awakened Sextant,Chaos Orb,1.82215,High,3.19,No,Yes
Standard,2022-08-26,Awakened Sextant,Chaos Orb,0.93096,High,3.19,No,Yes
Standard,2022-08-27,Awakened Sextant,Chaos Orb,2.94897,High,3.19,No,Yes
Standard,2022-08-28,Awakened Sextant,Chaos Orb,2.1,High,3.19,No,Yes
Standard,2022-08-29,Awakened Sextant,Chaos Orb,2.0,High,3.19,No,Yes
Standard,2022-08-30,Awakened Sextant,Chaos Orb,2.0,High,3.19,No,Yes
Standard,2022-08-31,Awakened Sextant,Chaos Orb,1.83077,High,3.19,No,Yes
Standard,2022-09-01,Awakened Sextant,Chaos Orb,2.0,High,3.19,No,Yes
Standard,2022-09-02,Awakened Sextant,Chaos Orb,2.99369,High,3.19,No,Yes
Standard,2022-09-03,Awakened Sextant,Chaos Orb,2.311,High,3.19,No,Yes
Standard,2022-09-04,Awakened Sextant,Chaos Orb,2.5,High,3.19,No,Yes
Standard,2022-09-05,Awakened Sextant,Chaos Orb,2.81377,High,3.19,No,Yes
Standard,2022-09-06,Awakened Sextant,Chaos Orb,2.1875,High,3.19,No,Yes
Standard,2022-09-07,Awakened Sextant,Chaos Orb,2.5,High,3.19,No,Yes
Standard,2022-09-08,Awakened Sextant,Chaos Orb,2.5,High,3.19,No,Yes
Standard,2022-09-09,Awakened Sextant,Chaos Orb,2.8518,High,3.19,No,Yes
Standard,2022-09-10,Awakened Sextant,Chaos Orb,2.83975,High,3.19,No,Yes
Standard,2022-09-11,Awakened Sextant,Chaos Orb,2.87917,High,3.19,No,Yes
Standard,2022-09-12,Awakened Sextant,Chaos Orb,2.82782,High,3.19,No,Yes
Standard,2022-09-13,Awakened Sextant,Chaos Orb,2.81122,High,3.19,No,Yes
Standard,2022-09-14,Awakened Sextant,Chaos Orb,2.8204,High,3.19,No,Yes
Standard,2022-09-15,Awakened Sextant,Chaos Orb,2.8662,High,3.19,No,Yes
Standard,2022-09-16,Awakened Sextant,Chaos Orb,2.63178,High,3.19,No,Yes
Standard,2022-09-17,Awakened Sextant,Chaos Orb,2.73511,High,3.19,No,Yes
Standard,2022-09-18,Awakened Sextant,Chaos Orb,2.61452,High,3.19,No,Yes
Standard,2022-09-19,Awakened Sextant,Chaos Orb,2.61719,High,3.19,No,Yes
Standard,2022-09-20,Awakened Sextant,Chaos Orb,2.61775,High,3.19,No,Yes
Standard,2022-09-21,Awakened Sextant,Chaos Orb,2.59969,High,3.19,No,Yes
Standard,2022-09-22,Awakened Sextant,Chaos Orb,2.76542,High,3.19,No,Yes
Standard,2022-09-23,Awakened Sextant,Chaos Orb,2.80009,High,3.19,No,Yes
Standard,2022-09-24,Awakened Sextant,Chaos Orb,2.83054,High,3.19,No,Yes
Standard,2022-09-25,Awakened Sextant,Chaos Orb,2.80472,High,3.19,No,Yes
Standard,2022-09-26,Awakened Sextant,Chaos Orb,2.84767,High,3.19,No,Yes
Standard,2022-09-27,Awakened Sextant,Chaos Orb,2.82287,High,3.19,No,Yes
Standard,2022-09-28,Awakened Sextant,Chaos Orb,2.8179,High,3.19,No,Yes
Standard,2022-09-29,Awakened Sextant,Chaos Orb,2.8321,High,3.19,No,Yes
Standard,2022-09-30,Awakened Sextant,Chaos Orb,2.8179,High,3.19,No,Yes
Standard,2022-10-01,Awakened Sextant,Chaos Orb,2.80284,High,3.19,No,Yes
Standard,2022-10-02,Awakened Sextant,Chaos Orb,2.8257,High,3.19,No,Yes
Standard,2022-10-03,Awakened Sextant,Chaos Orb,2.8179,High,3.19,No,Yes
Standard,2022-10-04,Awakened Sextant,Chaos Orb,2.88358,High,3.19,No,Yes
Standard,2022-10-05,Awakened Sextant,Chaos Orb,2.90955,High,3.19,No,Yes
Standard,2022-10-06,Awakened Sextant,Chaos Orb,2.92414,High,3.19,No,Yes
Standard,2022-10-07,Awakened Sextant,Chaos Orb,2.88904,High,3.19,No,Yes
Standard,2022-10-08,Awakened Sextant,Chaos Orb,2.85808,High,3.19,No,Yes
Standard,2022-10-09,Awakened Sextant,Chaos Orb,2.84882,High,3.19,No,Yes
Standard,2022-10-10,Awakened Sextant,Chaos Orb,2.921,High,3.19,No,Yes
Standard,2022-10-11,Awakened Sextant,Chaos Orb,2.90638,High,3.19,No,Yes
Standard,2022-10-12,Awakened Sextant,Chaos Orb,2.90713,High,3.19,No,Yes
Standard,2022-10-13,Awakened Sextant,Chaos Orb,2.81332,High,3.19,No,Yes
Standard,2022-10-14,Awakened Sextant,Chaos Orb,2.82992,High,3.19,No,Yes
Standard,2022-10-15,Awakened Sextant,Chaos Orb,2.81656,High,3.19,No,Yes
Standard,2022-10-16,Awakened Sextant,Chaos Orb,2.90283,High,3.19,No,Yes
Standard,2022-10-17,Awakened Sextant,Chaos Orb,2.82113,High,3.19,No,Yes
Standard,2022-10-18,Awakened Sextant,Chaos Orb,2.81029,High,3.19,No,Yes
Standard,2022-10-19,Awakened Sextant,Chaos Orb,2.79214,High,3.19,No,Yes
Standard,2022-10-20,Awakened Sextant,Chaos Orb,2.74103,High,3.19,No,Yes
Standard,2022-10-21,Awakened Sextant,Chaos Orb,2.69884,High,3.19,No,Yes
Standard,2022-10-22,Awakened Sextant,Chaos Orb,2.57286,High,3.19,No,Yes
Standard,2022-10-23,Awakened Sextant,Chaos Orb,2.53884,High,3.19,No,Yes
Standard,2022-10-24,Awakened Sextant,Chaos Orb,2.50317,High,3.19,No,Yes
Standard,2022-10-25,Awakened Sextant,Chaos Orb,2.55537,High,3.19,No,Yes
Standard,2022-10-26,Awakened Sextant,Chaos Orb,2.52147,High,3.19,No,Yes
Standard,2022-10-27,Awakened Sextant,Chaos Orb,2.49395,High,3.19,No,Yes
Standard,2022-10-28,Awakened Sextant,Chaos Orb,2.48916,High,3.19,No,Yes
Standard,2022-10-29,Awakened Sextant,Chaos Orb,2.4622,High,3.19,No,Yes
Standard,2022-10-30,Awakened Sextant,Chaos Orb,2.498,High,3.19,No,Yes
Standard,2022-10-31,Awakened Sextant,Chaos Orb,2.46182,High,3.19,No,Yes
Standard,2022-11-01,Awakened Sextant,Chaos Orb,2.44776,High,3.19,No,Yes
Standard,2022-11-02,Awakened Sextant,Chaos Orb,2.43564,High,3.19,No,Yes
Standard,2022-11-03,Awakened Sextant,Chaos Orb,2.36763,High,3.19,No,Yes
Standard,2022-11-04,Awakened Sextant,Chaos Orb,2.3598,High,3.19,No,Yes
Standard,2022-11-05,Awakened Sextant,Chaos Orb,2.36628,High,3.19,No,Yes
Standard,2022-11-06,Awakened Sextant,Chaos Orb,2.36645,High,3.19,No,Yes
Standard,2022-11-07,Awakened Sextant,Chaos Orb,2.33341,High,3.19,No,Yes
Standard,2022-11-08,Awakened Sextant,Chaos Orb,2.33687,High,3.19,No,Yes
Standard,2022-11-09,Awakened Sextant,Chaos Orb,2.20265,High,3.19,No,Yes
Standard,2022-11-10,Awakened Sextant,Chaos Orb,2.20278,High,3.19,No,Yes
Standard,2022-11-11,Awakened Sextant,Chaos Orb,2.19727,High,3.19,No,Yes
Standard,2022-11-12,Awakened Sextant,Chaos Orb,2.19538,High,3.19,No,Yes
Standard,2022-11-13,Awakened Sextant,Chaos Orb,2.20089,High,3.19,No,Yes
Standard,2022-11-14,Awakened Sextant,Chaos Orb,2.17166,High,3.19,No,Yes
Standard,2022-11-15,Awakened Sextant,Chaos Orb,2.09415,High,3.19,No,Yes
Standard,2022-11-16,Awakened Sextant,Chaos Orb,2.11527,High,3.19,No,Yes
Standard,2022-11-17,Awakened Sextant,Chaos Orb,2.08955,High,3.19,No,Yes
Standard,2022-11-18,Awakened Sextant,Chaos Orb,2.09187,High,3.19,No,Yes
Standard,2022-11-19,Awakened Sextant,Chaos Orb,2.06615,High,3.19,No,Yes
Standard,2022-11-20,Awakened Sextant,Chaos Orb,2.10673,High,3.19,No,Yes
Standard,2022-11-21,Awakened Sextant,Chaos Orb,2.06243,High,3.19,No,Yes
Standard,2022-11-22,Awakened Sextant,Chaos Orb,2.06445,High,3.19,No,Yes
Standard,2022-11-23,Awakened Sextant,Chaos Orb,2.06393,High,3.19,No,Yes
Standard,2022-11-24,Awakened Sextant,Chaos Orb,2.05207,High,3.19,No,Yes
Standard,2022-11-25,Awakened Sextant,Chaos Orb,2.05106,High,3.19,No,Yes
Standard,2022-11-26,Awakened Sextant,Chaos Orb,2.06615,High,3.19,No,Yes
Standard,2022-11-27,Awakened Sextant,Chaos Orb,2.08153,High,3.19,No,Yes
Standard,2022-11-28,Awakened Sextant,Chaos Orb,2.07478,High,3.19,No,Yes
Standard,2022-11-29,Awakened Sextant,Chaos Orb,2.07855,High,3.19,No,Yes
Standard,2022-11-30,Awakened Sextant,Chaos Orb,2.09605,High,3.19,No,Yes
Standard,2022-12-01,Awakened Sextant,Chaos Orb,2.09718,High,3.19,No,Yes
Standard,2022-12-02,Awakened Sextant,Chaos Orb,2.1002,High,3.19,No,Yes
Standard,2022-12-03,Awakened Sextant,Chaos Orb,2.1105,High,3.19,No,Yes
Standard,2022-12-04,Awakened Sextant,Chaos Orb,2.10943,High,3.19,No,Yes
Standard,2022-12-05,Awakened Sextant,Chaos Orb,2.06715,High,3.19,No,Yes
Standard,2022-12-06,Awakened Sextant,Chaos Orb,2.04404,High,3.19,No,Yes
Standard,2022-08-19,Chaos Orb,Awakened Sextant,0.54082,High,3.19,No,Yes
Standard,2022-08-20,Chaos Orb,Awakened Sextant,0.54545,High,3.19,No,Yes
Standard,2022-08-21,Chaos Orb,Awakened Sextant,0.55411,High,3.19,No,Yes
Standard,2022-08-22,Chaos Orb,Awakened Sextant,0.63282,High,3.19,No,Yes
Standard,2022-08-23,Chaos Orb,Awakened Sextant,0.64804,High,3.19,No,Yes
Standard,2022-08-24,Chaos Orb,Awakened Sextant,0.65709,High,3.19,No,Yes
Standard,2022-08-25,Chaos Orb,Awakened Sextant,0.64693,High,3.19,No,Yes
Standard,2022-08-26,Chaos Orb,Awakened Sextant,0.65834,High,3.19,No,Yes
Standard,2022-08-27,Chaos Orb,Awakened Sextant,0.65036,High,3.19,No,Yes
Standard,2022-08-28,Chaos Orb,Awakened Sextant,0.65574,High,3.19,No,Yes
Standard,2022-08-29,Chaos Orb,Awakened Sextant,0.64286,High,3.19,No,Yes
Standard,2022-08-30,Chaos Orb,Awakened Sextant,0.66125,High,3.19,No,Yes
Standard,2022-08-31,Chaos Orb,Awakened Sextant,0.65827,High,3.19,No,Yes
Standard,2022-09-01,Chaos Orb,Awakened Sextant,0.65625,High,3.19,No,Yes
Standard,2022-09-02,Chaos Orb,Awakened Sextant,0.66397,High,3.19,No,Yes
Standard,2022-09-03,Chaos Orb,Awakened Sextant,0.6646,High,3.19,No,Yes
Standard,2022-09-04,Chaos Orb,Awakened Sextant,0.66094,High,3.19,No,Yes
Standard,2022-09-05,Chaos Orb,Awakened Sextant,0.56101,High,3.19,No,Yes
Standard,2022-09-06,Chaos Orb,Awakened Sextant,0.55556,High,3.19,No,Yes
Standard,2022-09-07,Chaos Orb,Awakened Sextant,0.54971,High,3.19,No,Yes
Standard,2022-09-08,Chaos Orb,Awakened Sextant,0.51663,High,3.19,No,Yes
Standard,2022-09-09,Chaos Orb,Awakened Sextant,0.55834,High,3.19,No,Yes
Standard,2022-09-10,Chaos Orb,Awakened Sextant,0.54862,High,3.19,No,Yes
Standard,2022-09-11,Chaos Orb,Awakened Sextant,0.55556,High,3.19,No,Yes
Standard,2022-09-12,Chaos Orb,Awakened Sextant,0.54723,High,3.19,No,Yes
Standard,2022-09-13,Chaos Orb,Awakened Sextant,0.57992,High,3.19,No,Yes
Standard,2022-09-14,Chaos Orb,Awakened Sextant,0.56826,High,3.19,No,Yes
Standard,2022-09-15,Chaos Orb,Awakened Sextant,0.58308,High,3.19,No,Yes
Standard,2022-09-16,Chaos Orb,Awakened Sextant,0.57143,High,3.19,No,Yes
Standard,2022-09-17,Chaos Orb,Awakened Sextant,0.57143,High,3.19,No,Yes
Standard,2022-09-18,Chaos Orb,Awakened Sextant,0.52369,High,3.19,No,Yes
Standard,2022-09-19,Chaos Orb,Awakened Sextant,0.52632,High,3.19,No,Yes
Standard,2022-09-20,Chaos Orb,Awakened Sextant,0.55873,High,3.19,No,Yes
Standard,2022-09-21,Chaos Orb,Awakened Sextant,0.56066,High,3.19,No,Yes
Standard,2022-09-22,Chaos Orb,Awakened Sextant,0.52845,High,3.19,No,Yes
Standard,2022-09-23,Chaos Orb,Awakened Sextant,0.5,High,3.19,No,Yes
Standard,2022-09-24,Chaos Orb,Awakened Sextant,0.5,High,3.19,No,Yes
Standard,2022-09-25,Chaos Orb,Awakened Sextant,0.51351,High,3.19,No,Yes
Standard,2022-09-26,Chaos Orb,Awakened Sextant,0.52632,High,3.19,No,Yes
Standard,2022-09-27,Chaos Orb,Awakened Sextant,0.48753,High,3.19,No,Yes
Standard,2022-09-28,Chaos Orb,Awakened Sextant,0.48744,High,3.19,No,Yes
Standard,2022-09-29,Chaos Orb,Awakened Sextant,0.49296,High,3.19,No,Yes
Standard,2022-09-30,Chaos Orb,Awakened Sextant,0.53227,High,3.19,No,Yes
Standard,2022-10-01,Chaos Orb,Awakened Sextant,0.56697,High,3.19,No,Yes
Standard,2022-10-02,Chaos Orb,Awakened Sextant,0.55649,High,3.19,No,Yes
Standard,2022-10-03,Chaos Orb,Awakened Sextant,0.47832,High,3.19,No,Yes
Standard,2022-10-04,Chaos Orb,Awakened Sextant,0.48278,High,3.19,No,Yes
Standard,2022-10-05,Chaos Orb,Awakened Sextant,0.49572,High,3.19,No,Yes
Standard,2022-10-06,Chaos Orb,Awakened Sextant,0.5,High,3.19,No,Yes
Standard,2022-10-07,Chaos Orb,Awakened Sextant,0.50326,High,3.19,No,Yes
Standard,2022-10-08,Chaos Orb,Awakened Sextant,0.50179,High,3.19,No,Yes
Standard,2022-10-09,Chaos Orb,Awakened Sextant,0.53092,High,3.19,No,Yes
Standard,2022-10-10,Chaos Orb,Awakened Sextant,0.5,High,3.19,No,Yes
Standard,2022-10-11,Chaos Orb,Awakened Sextant,0.52548,High,3.19,No,Yes
Standard,2022-10-12,Chaos Orb,Awakened Sextant,0.4878,High,3.19,No,Yes
Standard,2022-10-13,Chaos Orb,Awakened Sextant,0.55974,High,3.19,No,Yes
Standard,2022-10-14,Chaos Orb,Awakened Sextant,0.47619,High,3.19,No,Yes
Standard,2022-10-15,Chaos Orb,Awakened Sextant,0.47976,High,3.19,No,Yes
Standard,2022-10-16,Chaos Orb,Awakened Sextant,0.48237,High,3.19,No,Yes
Standard,2022-10-17,Chaos Orb,Awakened Sextant,0.48432,High,3.19,No,Yes
Standard,2022-10-18,Chaos Orb,Awakened Sextant,0.48531,High,3.19,No,Yes
Standard,2022-10-19,Chaos Orb,Awakened Sextant,0.4878,High,3.19,No,Yes
